20131495687,2013,6,2,21,5,1,5,3,-9,2,2,3,20,0,1,-9,-9,4,9,7,2,0,1,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,4,1
20131454771,2013,11,1,5,5,3,5,1,-9,-9,1,3,1,0,2,-9,-9,4,9,7,2,0,7,1,1,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-9,-9,-9
20131346230,2013,9,2,21,5,4,3,3,-9,2,2,3,3,0,2,-9,-9,4,9,7,2,0,6,-9,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,9
20131548957,2013,9,1,21,5,1,3,4,6,-9,2,3,20,0,2,-9,-9,4,9,6,2,0,1,-9,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,9
20131327865,2013,12,1,5,5,4,3,4,3,-9,2,2,3,0,2,-9,-9,4,9,7,2,0,3,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,2,3
20131518631,2013,3,1,20,6,1,1,4,2,-9,-9,3,20,0,2,-9,-9,4,9,7,2,0,6,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,-9,4
20131534801,2013,4,2,1,5,2,2,3,-9,2,2,3,2,0,2,-9,-9,4,9,7,2,0,3,-9,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,2,4
20131457969,2013,10,1,5,5,4,3,3,-9,-9,-9,-9,21,0,2,-9,-9,4,9,7,2,0,7,1,1,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,1
20131596226,2013,6,2,1,5,1,3,3,-9,1,2,-9,2,0,2,-9,-9,4,9,7,2,0,-9,-9,1,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,-9,9
20131406614,2013,10,1,5,5,4,5,1,-9,-9,2,3,1,0,2,11260,380,4,9,7,2,0,-9,-9,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1
20131630618,2013,7,2,21,5,4,3,2,-9,2,2,-9,2,0,2,-9,-9,4,9,7,2,0,7,1,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,3,9
20131290866,2013,6,1,21,5,1,3,2,-9,-9,2,2,20,1,2,-9,-9,4,9,7,2,0,1,-9,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,2,3
20131251455,2013,12,2,5,5,4,4,3,-9,2,2,1,20,0,2,-9,-9,4,9,7,2,0,6,-9,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,-9,-9
20131564902,2013,6,2,1,5,1,2,3,-9,-9,2,-9,20,0,2,-9,-9,4,9,7,2,0,1,-9,1,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,2,4
20131544863,2013,3,1,1,5,1,2,4,2,-9,2,2,20,0,2,-9,-9,4,9,7,2,0,1,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,3,4
20131650847,2013,10,2,5,5,2,5,1,-9,2,2,3,1,0,2,-9,-9,4,9,7,2,0,1,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,4,1
20131556390,2013,5,1,1,5,1,-9,3,-9,-9,2,1,20,0,2,-9,-9,4,9,6,2,0,7,3,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,3,9
20131475895,2013,5,2,1,5,1,3,4,3,2,2,2,3,0,2,-9,-9,4,9,6,2,0,1,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,2,4
20131480033,2013,7,2,1,5,1,3,1,-9,2,2,3,-9,0,2,-9,-9,4,9,7,2,0,7,1,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,-9,-9
20131620654,2013,6,2,5,-9,2,2,3,-9,2,2,-9,21,0,2,-9,-9,4,9,7,2,0,7,3,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,1,4,-9
20131499725,2013,6,1,1,5,1,2,1,-9,-9,2,3,-9,0,2,-9,-9,4,9,7,2,0,7,1,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,-9,-9
20131545477,2013,4,2,5,5,1,3,1,-9,2,2,-9,1,0,2,-9,-9,4,9,7,2,0,7,8,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,2,4,1
20131480932,2013,7,1,1,5,2,3,4,6,-9,2,3,3,1,2,-9,-9,4,9,7,2,0,1,-9,0,-9,-9,-9,-9,1,-9,-9,-9,1,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,4,9
20131590374,2013,5,2,1,5,1,3,3,-9,2,2,3,2,0,2,-9,-9,4,9,7,2,0,6,-9,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,9
